submitted_on,district,community,people_using,photo_water_point,latitude,longitude,depth,currently_submerged,likely_submerged,functional_status,water_pump_possible,problems_reported,water_quality_problems,civil_works_problems,photo_civil_works,pump_problems,photo_pump_problems,pump_operational_feel,time_to_pump_20l,strokes_to_yield,sediment_presence,water_quality_tests,electrical_conductivity,conductivity_units,total_dissolved_solids,ph,temperature_c,turbidity_tube,turbidity_tube_units,turbidity_electronic_ntu,comments,microbiological_test,test_method,sample_type,sample_date,color_change_mpn,color_change_upper95,color_change_health,color_change_image
5/3/2019,Zomba,Namachete camp ,655,https://api.mwater.co/v3/images/d354efaabb8c4b468f759aad3625ffa7; https://api.mwater.co/v3/images/08a8af2abfff4edb8446c51c54d9a6fb,-15.4623021,35.5379,NA,No,No,Partially functional but in need of repair,Yes ,"Damage to civil works - platform, well head, riser etc, Soil erosion or collapse around the water point",NA,"Platform cracked or damaged , Drainage channel cracked, broken, or in need of cleaning, Fence/barrier is missing or damaged",https://api.mwater.co/v3/images/afbbed3b702f4420ab7bfc819ab6f641,NA,NA,"Significant friction (very stiff) on down stroke, Significant friction (very stiff) on up stroke",87.954,10,Present,"Electrical conductivity (EC), Turbidity (by Turbidity Tube), Temperature, pH",4.56,mS / cm,NA,6.8,29.9,5,JTU,NA,The water is very salty. As such the community uses the water for washing and rarely for drinking,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,5/1/2019,0,2.87,safe,https://api.mwater.co/v3/images/0f950262d8f140ad84c075ee353c0369
5/3/2019,Zomba,Masala,0,https://api.mwater.co/v3/images/c1b0424b6280428c83cac1fc0ca98eaa; https://api.mwater.co/v3/images/ce7b94852cc8412c87d622f994d927e1,-15.4546312,35.548346,NA,No,No,No longer exists or abandoned,NA,Damage or problem with pump,NA,NA,NA,"Other, Missing pump head",https://api.mwater.co/v3/images/84880e6be0604a9e89a12e2d67e1c61f,NA,NA,NA,Absent,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No water coming out. No rising main, no rods, no handle, no bolts ",NA,NA,NA,NA,NA,NA,NA,NA
5/3/2019,Zomba,Saima ,420,https://api.mwater.co/v3/images/fcbd699eb79e43c1bcdae2033f28bce4; https://api.mwater.co/v3/images/0f5392e51c4b4396b945c02aff9821ed,-15.45764064,35.552812,16,No,No,Not functional,NA,"Damage to civil works - platform, well head, riser etc, Soil erosion or collapse around the water point, Damage or problem with pump",NA,"Platform cracked or damaged , Faulty drainage , Drainage channel cracked, broken, or in need of cleaning, Fence/barrier is missing or damaged",https://api.mwater.co/v3/images/be10c075426c4444a080043f2b95f079,Pump loose at the point of attachment,https://api.mwater.co/v3/images/8676492ce0d94ee3b69acde193fccd19,"Significant friction (very stiff) on down stroke, Significant friction (very stiff) on up stroke, Significant friction (very stiff) at all times",NA,NA,Absent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aquagenx Compartment Bag Test (CBT),NA,NA,NA,NA,NA,NA
5/3/2019,Balaka,Nluma,800,https://api.mwater.co/v3/images/38640ec9b2e648a6857118818301f991,-14.8087425,35.161913,18,No,No,Partially functional but in need of repair,Yes ,"Soil erosion or collapse around the water point, Damage to civil works - platform, well head, riser etc",NA,"Platform cracked or damaged , Faulty drainage , Drainage channel cracked, broken, or in need of cleaning",https://api.mwater.co/v3/images/a9f3516ae0e74f5b974387028c3c45fa,NA,NA,Significant sideways movement on handle (loose/wobbly),62.871,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E. coli,Presence/Absence in 20 mL (e.g. H2S test),NA,NA,NA,NA,NA,NA
5/3/2019,Zomba,Belle village,750,https://api.mwater.co/v3/images/de89259bc7914aadbe8604a066a26ef7; https://api.mwater.co/v3/images/c4b56a1e28d64877a3bc03a3110b5071; https://api.mwater.co/v3/images/72745b226655463fa219e5e316c444f3,-15.5524708,35.460597,40,No,No,Partially functional but in need of repair,Yes ,Soil erosion or collapse around the water point,NA,NA,NA,NA,NA,"Significant friction (very stiff) on down stroke, Significant friction (very stiff) on up stroke",62.029,2,Absent,"Electrical conductivity (EC), Total dissolved solids (TDS), pH, Temperature, Turbidity (by Turbidity Tube), Turbidity (by electronic turbidimeter)",1015,μS / cm,0.51,7.3,30.7,5,JTU,NA,NA,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,5/3/2019,0,2.87,safe,https://api.mwater.co/v3/images/b4e1564219a6491380cfd9e9eda1bcbf
5/3/2019,Zomba,Chizimba,650,https://api.mwater.co/v3/images/cb09431c2b5a433eb3bc312566aa6012; https://api.mwater.co/v3/images/649d84c70ac74b2d9b7ba09fee93a121,-15.4455596,35.574416,NA,No,No,Partially functional but in need of repair,Yes ,"Damage to civil works - platform, well head, riser etc, Soil erosion or collapse around the water point",NA,Fence/barrier is missing or damaged,https://api.mwater.co/v3/images/9e45f2738e9342b3b57f5f49021dcc65,NA,NA,"Significant sideways movement on handle (loose/wobbly), Significant friction (very stiff) on down stroke, Significant friction (very stiff) on up stroke",67.871,2,Present,"Electrical conductivity (EC), Turbidity (by Turbidity Tube), Temperature, pH",1010,μS / cm,NA,7,30.4,5,JTU,NA,NA,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,5/2/2019,0,2.87,safe,https://api.mwater.co/v3/images/59df2165571044178b26fbd7ed1a6785
5/4/2019,Zomba,Muonekera camp in GVH Kimu,1230,https://api.mwater.co/v3/images/96bd67e7cf8a4ff08d9e8c2914c0ace5; https://api.mwater.co/v3/images/dbd89fef5ef245e18cf83b03fbd5ced4,-15.4793134,35.516098,42,No,No,Partially functional but in need of repair,Yes ,The borehole feels bumpy when pumping water,NA,NA,NA,NA,NA,"Very light, Significant sideways movement on handle (loose/wobbly)",70.301,3,Present,"Electrical conductivity (EC), pH, Total dissolved solids (TDS), Temperature, Turbidity (by Turbidity Tube)",255,μS / cm,0.1,7,31,5,JTU,NA,The community says water doesn't taste salty,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,5/2/2019,100,9435.1,unsafe,https://api.mwater.co/v3/images/276128306a154b5a9c9d92e613000940
5/4/2019,Zomba,Namachete camp in Masala,1045,https://api.mwater.co/v3/images/6e70963c5d534c4eb940d6bce55e8f50; https://api.mwater.co/v3/images/a2ce5d4f5d3a4ff98e71e01b83f4b728,-15.454918,35.548465,36,No,Yes,Partially functional but in need of repair,Yes ,"Damage to civil works - platform, well head, riser etc, Soil erosion or collapse around the water point",NA,"Platform cracked or damaged , Faulty drainage , Drainage channel cracked, broken, or in need of cleaning, Fence/barrier is missing or damaged",https://api.mwater.co/v3/images/3c882d4c8f3d4768b19e50a9eae41055,NA,NA,Can only be moved with extreme force,86.67,2,Absent,"Electrical conductivity (EC), Turbidity (by Turbidity Tube), Temperature, pH",1559,μS / cm,NA,6.8,32.2,5,JTU,NA,NA,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,5/2/2019,100,9435.1,unsafe,https://api.mwater.co/v3/images/2773aee34c4543f78008af2549783419
5/4/2019,Zomba,Masikini ,950,https://api.mwater.co/v3/images/5b19dba88b7b429e8b777fb3bc7a886e; https://api.mwater.co/v3/images/6ca4cd351bea4f40802a7faaef2a103e,-15.4818593,35.514612,52,No,No,Partially functional but in need of repair,Yes ,Soil erosion or collapse around the water point,NA,NA,NA,NA,NA,Significant sideways movement on handle (loose/wobbly),39.821,45,Absent,"Electrical conductivity (EC), pH, Temperature, Turbidity (by Turbidity Tube)",785,mS / cm,NA,7.35,25.9,5,JTU,NA,Community says the water is not salty and that most people flock to this borehole because it's flow is relatively better compared to the adjacent borehole. ,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,5/3/2019,0,2.87,safe,https://api.mwater.co/v3/images/7f1a55d046de45f8a994c98519629bfb
5/6/2019,Zomba,Chizimba,1500,https://api.mwater.co/v3/images/65dad177835e461ba1c2038ae95dcc82; https://api.mwater.co/v3/images/a8074789b11d406ea9c89a97c197f8e8,-15.4462981,35.571998,35,No,No,Partially functional but in need of repair,Yes ,No problems ,NA,NA,NA,NA,NA,Very light,58.831,1,Present,"Electrical conductivity (EC), Turbidity (by Turbidity Tube), Temperature, pH",1104,μS / cm,NA,6.9,29.1,5,JTU,NA,NA,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,5/2/2019,0,2.87,safe,https://api.mwater.co/v3/images/1a4073530f974ed1bba58a64ca9d0d2e
5/7/2019,Zomba,St pauls primary school camp,1236,https://api.mwater.co/v3/images/3d16676a02b7465f9c8f6dcf9ddb3548; https://api.mwater.co/v3/images/9839795056514d8aac1c381a0ef0e63f,-15.5345003,35.551258,33,No,No,Partially functional but in need of repair,Yes ,"Damage to civil works - platform, well head, riser etc",NA,Platform cracked or damaged ,https://api.mwater.co/v3/images/35f594527f4b486ba9afc17c540550b8,NA,NA,"Significant friction (very stiff) on down stroke, Significant sideways movement on handle (loose/wobbly)",94.271,5,Present,"Turbidity (by Turbidity Tube), pH, Electrical conductivity (EC), Temperature",1021,μS / cm,NA,6.8,29.4,5,JTU,NA,The borehole takes so long for a 20litre  bucket to be full.,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,5/6/2019,0,2.87,safe,https://api.mwater.co/v3/images/2dd6a65058924ec3b2e4e6f03bcea52f
5/7/2019,Zomba,Namatamba camp,2500,https://api.mwater.co/v3/images/038d4089251e441d812ec76073c1275a; https://api.mwater.co/v3/images/b4fc7ef65ad14b3da87f13e470e11a95,-15.5302461,35.579723,9,No,No,Not functional,NA,"Damage to civil works - platform, well head, riser etc, Damage or problem with pump",NA,"Platform cracked or damaged , Fence/barrier is missing or damaged",https://api.mwater.co/v3/images/13b1593785d54b59b884d903245a79f4,Other,https://api.mwater.co/v3/images/ba7aa77fa14f44839d89663e01d8f23b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No tests done since the borehole is not working ,NA,NA,NA,NA,NA,NA,NA,NA
5/7/2019,Zomba,Namatamba camp,1442,https://api.mwater.co/v3/images/5db38d0df6d449528099f5a1431a420b; https://api.mwater.co/v3/images/3e2d5471f2f34fa190cac140363c26f0,-15.5201555,35.577584,27,Yes,NA,Functional,Yes ,"Damage to civil works - platform, well head, riser etc, Damage or problem with pump",NA,"Platform cracked or damaged , Fence/barrier is missing or damaged",https://api.mwater.co/v3/images/2852832ac8424ad88e4e1e58f2254c61,Pump loose at the point of attachment,https://api.mwater.co/v3/images/6511ead0793a40b1985ac00de88f629b,"Very light, Significant sideways movement on handle (loose/wobbly)",60.461,4,Present,"pH, Electrical conductivity (EC), Temperature, Turbidity (by Turbidity Tube)",237.9,μS / cm,NA,6.8,29.3,5,JTU,NA,It takes so many strokes before water starts coming out especially in the morning or when it has stayed for 1 hr without working,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,5/6/2019,0,2.87,safe,https://api.mwater.co/v3/images/3d0ae5b246724a1bb3d9f3b4e07cca7b
5/7/2019,Zomba,Natchengwa primary school,3500,https://api.mwater.co/v3/images/0df51bc82ef44713b9023a3231dd31a4; https://api.mwater.co/v3/images/3948dc73e4ed46e79b1793e42b718e16; https://api.mwater.co/v3/images/8fe359e47bc04ae5b41dbee57d2b7afc,-15.6133083,35.3925,46,No,No,Partially functional but in need of repair,Yes ,No problems ,NA,NA,NA,NA,NA,Very light,72.745,5,Absent,"Turbidity (by Turbidity Tube), pH, Electrical conductivity (EC), Temperature, Turbidity (by electronic turbidimeter), Settleable solids (by Imhoff cone), Microbiological or fecal indicator test",601,μS / cm,NA,7,32.9,5,JTU,NA,NA,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,5/6/2019,0,2.87,safe,https://api.mwater.co/v3/images/6ddd03801762496baa898a13a1bf504b
5/7/2019,Zomba,"Malota,  Chaweza ",1375,https://api.mwater.co/v3/images/5f3c9544c90e45a9b5a3cf4a6df5cf5d,-15.555186,35.523683,52,No,No,Partially functional but in need of repair,Yes ,NA,NA,NA,NA,NA,NA,Significant sideways movement on handle (loose/wobbly),43.22,1,Absent,"Electrical conductivity (EC), pH, Temperature",3133,mS / cm,NA,7,30.2,NA,NA,NA,"Community says the water tastes salty, ",E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,5/6/2019,0,2.87,safe,https://api.mwater.co/v3/images/022b8dddd6804909914ee3dfff205e1a
5/7/2019,Zomba,Havara,535,https://api.mwater.co/v3/images/632199bfd4114118bc5fb9b3c955adbb; https://api.mwater.co/v3/images/63d66b78337d454d8a02428772919f99,-15.5529828,35.520978,49,No,Yes,Partially functional but in need of repair,Yes ,Soil erosion or collapse around the water point,NA,NA,NA,NA,NA,Significant sideways movement on handle (loose/wobbly),37.701,1,Absent,"Electrical conductivity (EC), pH, Temperature, Turbidity (by Turbidity Tube)",4.47,mS / cm,NA,6.8,32.3,5,JTU,NA,Community says the water tastes abit salty. ,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,5/6/2019,0,2.87,safe,https://api.mwater.co/v3/images/95d321512fc6453bbac84abcb9bd8e7e
5/7/2019,Zomba,Masambuka,475,https://api.mwater.co/v3/images/3cb90871536f44be84401c591faaac05; https://api.mwater.co/v3/images/5453cbf87a23402cb6268456e7a07fa3,-15.5447746,35.525593,45,No,Yes,Partially functional but in need of repair,Yes ,NA,NA,NA,NA,NA,NA,Significant sideways movement on handle (loose/wobbly),38.581,2,Absent,"Electrical conductivity (EC), pH, Temperature",2199,mS / cm,NA,6.6,31.2,NA,NA,NA,Community says the water tastes salty. ,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,5/6/2019,0,2.87,safe,https://api.mwater.co/v3/images/8a6aebabf32e483dbab6705de9b1dc50
5/7/2019,Zomba,"Steven Village, Near Gvh's house",500,https://api.mwater.co/v3/images/ef517050648f419a9bd152dfdefc287e; https://api.mwater.co/v3/images/636d3ac76b6c42d99ae207a0a269cb1a; https://api.mwater.co/v3/images/fefa172992374bee8ff59855f5848e83,-15.6157254,35.397994,46,No,No,Partially functional but in need of repair,Yes ,No problems ,NA,NA,NA,NA,NA,"Significant sideways movement on handle (loose/wobbly), Significant friction (very stiff) on up stroke",76.666,4,Absent,"Turbidity (by Turbidity Tube), pH, Electrical conductivity (EC), Temperature, Turbidity (by electronic turbidimeter), Settleable solids (by Imhoff cone), Microbiological or fecal indicator test",1039,μS / cm,NA,7.2,32.1,5,JTU,NA,NA,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,5/6/2019,0,2.87,safe,https://api.mwater.co/v3/images/b722dc327bea44d7ad3870b238bcbb1f
5/8/2019,Zomba,Jumbe community,415,https://api.mwater.co/v3/images/a127f765c48241cb811bd0d09c0c42dc; https://api.mwater.co/v3/images/d93062363f7a4748acb960b5b9f97815,-15.56366903,35.447774,33,No,No,Partially functional but in need of repair,Yes ,Soil erosion or collapse around the water point,NA,NA,NA,NA,NA,"Significant friction (very stiff) on down stroke, Significant friction (very stiff) on up stroke",53.44,5,Absent,"Electrical conductivity (EC), Total dissolved solids (TDS), pH, Temperature, Turbidity (by Turbidity Tube)",911,μS / cm,0.47,7.4,30.9,5,JTU,NA,NA,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,5/6/2019,0,2.87,safe,https://api.mwater.co/v3/images/262ec7f5e6a845ce87e5f9e252e8b1be
5/8/2019,Zomba,Saiti,500,https://api.mwater.co/v3/images/5f33e8e9222d49a8927b911dae729f1d,-15.5283383,35.502276,20,No,No,Partially functional but in need of repair,Yes ,"Damage to civil works - platform, well head, riser etc",NA,Fence/barrier is missing or damaged,https://api.mwater.co/v3/images/cb21a7330fbb48058aac00aed9c27589,NA,NA,"Significant friction (very stiff) at all times, Significant sideways movement on handle (loose/wobbly)",70.433,1,Absent,"Electrical conductivity (EC), Temperature, pH, Turbidity (by Turbidity Tube)",1966,μS / cm,NA,6.8,27.7,5,JTU,NA,NA,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,5/7/2019,0,2.87,safe,https://api.mwater.co/v3/images/eae15547f91c466da982c319070c93e0
5/8/2019,Zomba,Ndalama 2 mosque,1800,https://api.mwater.co/v3/images/d74ad5599fc9461e94fd639e39d84b4b,-15.6245118,35.369613,48,No,Yes,Not functional,NA,"Damage to civil works - platform, well head, riser etc, Soil erosion or collapse around the water point, Damage or problem with pump",NA,"Platform cracked or damaged , Faulty drainage , Fence/barrier is missing or damaged",https://api.mwater.co/v3/images/5616e7b2f9a940cf8ddc8c47f21cced9,"Pump loose at the point of attachment, Damage to pump head or handle",https://api.mwater.co/v3/images/9896fe58a2584a6f8dbeb30b5752cb8d,Handle cannot be moved,NA,NA,Absent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/8/2019,Zomba,Nabkhuni,1125,https://api.mwater.co/v3/images/b8c5aa3db1bb4f7788102be8d3afbcfc; https://api.mwater.co/v3/images/805276032c844ff29b157a52ed9b208c,-15.4880608,35.557211,55,No,No,Partially functional but in need of repair,Yes ,"Damage to civil works - platform, well head, riser etc, Soil erosion or collapse around the water point",NA,NA,https://api.mwater.co/v3/images/d0f4f052bb74417ba1254900d53bd5f5,NA,NA,Significant sideways movement on handle (loose/wobbly),50.941,1,Absent,"Electrical conductivity (EC), pH, Temperature, Turbidity (by Turbidity Tube)",2169,mS / cm,NA,6.4,28.1,5,JTU,NA,Community says the rod centralizers are worn out and that the water tastes salty. ,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,5/7/2019,0,2.87,safe,https://api.mwater.co/v3/images/dcec5932b6a1495ab3d864708b78fcb0
5/8/2019,Zomba,Chinkhwangwa,5750,https://api.mwater.co/v3/images/ed03f97a291a4823b5fbcf1299850842; https://api.mwater.co/v3/images/e91152b8efbd445390a3f7a0195181fa; https://api.mwater.co/v3/images/956ea651b8cb446c8a9991b413539936,-15.4981406,35.621306,52,No,No,Partially functional but in need of repair,Yes ,NA,NA,NA,NA,NA,NA,Significant sideways movement on handle (loose/wobbly),13.53,1,Absent,"Electrical conductivity (EC), pH, Temperature, Turbidity (by Turbidity Tube)",1213,mS / cm,NA,7.1,27.4,5,JTU,NA,Community says the water tastes abit salty. ,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,5/7/2019,0,2.87,safe,https://api.mwater.co/v3/images/c3751aca7ad4464485347ffa76af89ec
5/8/2019,Zomba,Magoli ,350,https://api.mwater.co/v3/images/f00195dd8334446496d38491b275ba1c; https://api.mwater.co/v3/images/123ba71f117745a39726592fa4d3e46a,-15.4998256,35.620772,30,No,Yes,Partially functional but in need of repair,Yes ,"Damage to civil works - platform, well head, riser etc",NA,Platform cracked or damaged ,https://api.mwater.co/v3/images/2f9399b375f5412cb5650ee12660b1a9,NA,NA,"Significant sideways movement on handle (loose/wobbly), Very light",44.717,1,Absent,"Electrical conductivity (EC), pH, Temperature, Turbidity (by Turbidity Tube)",557,mS / cm,NA,6.8,27.7,5,JTU,NA,The water tests good according to the community members. ,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,5/7/2019,0,2.87,safe,https://api.mwater.co/v3/images/a060efc17b2e4eee93c965b264bec425
5/8/2019,Zomba,Mulilankhwanzi cap camp,304,https://api.mwater.co/v3/images/2b24c88c5fec46baa2ff952d9e791a4d; https://api.mwater.co/v3/images/ba766fb75717441b8bb7d406dda3f014,-15.4851303,35.410557,30,No,No,Partially functional but in need of repair,Yes ,"Damage to civil works - platform, well head, riser etc",NA,"Platform cracked or damaged , Fence/barrier is missing or damaged",https://api.mwater.co/v3/images/cbae6a62302a425d95f9e76f48cfd963,NA,NA,Significant sideways movement on handle (loose/wobbly),61.449,4,Present,"Electrical conductivity (EC), Temperature, Turbidity (by Turbidity Tube), pH",114.6,μS / cm,NA,6.8,28.5,5,JTU,NA,NA,E. coli,Aquagenx Compartment Bag Test (CBT),Point of collection,5/7/2019,0,2.87,safe,https://api.mwater.co/v3/images/b5d322da595846b1be2dd352559890a3
